"day","actions","events","asc","dead","alive","broadcast","mail","vote","messages","daychange"
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">he is kinda sus </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>I bussed silver</pre></td></tr>",""
"40","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Cyan voted to kill Dr.Silver</td></tr>",""
"40","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/> Dr.Silver: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">I don't care </td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>danm you got alot of emails</pre></td></tr>",""
"40","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/><br/> Dr.Orange </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td></tr></tbody></table></td><td><pre><b>Private message:</b>why would you bus to agent</pre></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Committed Actions On Day 4<hr/></td></tr>",""
"","40","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/> Dr.Brown: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Brown used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.36</i></td></tr>",""
"","40","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/> Dr.Gray: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Gray used skill <a href=""https://www.playuntrusted.com/manual/skills/#HACK_NODE"" target=""_new"">Hack Target</a> on 203.0.113.36</i></td></tr>",""
"","40","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.Green used skill <a href=""https://www.playuntrusted.com/manual/skills/#ALTER_LOGS"" target=""_new"">Alter Logs</a> on 203.0.113.34</i></td></tr>",""
"","40","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Dr.White used skill <a href=""https://www.playuntrusted.com/manual/skills/#DENIAL_OF_SERVICE"" target=""_new"">Denial of Service</a> on 203.0.113.32</i></td></tr>",""
"","40","","","","","","","","<tr> <td style=""text-align:left;width:30%;"">   <img src=""../../avatars/00182.png"" style=""width:48px;height:48px;""/> Mrs.Magenta: </td> <td style=""text-align:justify;width:70%;color: #fff;""><i>Mrs.Magenta used skill <a href=""https://www.playuntrusted.com/manual/skills/#INSIDERKNOWLEDGE"" target=""_new"">Insider Knowledge</a></i></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/>Events for Day 4<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Public Event Log «</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">Someone rolled back 203.0.113.31 to a previous state - there are probably fake logs, too.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Private Event Logs «</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Blue) You have created a new hideout for you to flee to, should the need arise. Better safe than sorry.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Brown.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Cyan.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Gold.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Gray.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Green) You have successfully altered the access log files of 203.0.113.34.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.Orange) You have successfully restored 203.0.113.31 and added fake connection logs in the process.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Pink.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Red.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">No private events for Dr.Silver.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Dr.White) You were unable to execute a Denial of Service attack as the route is no longer viable.</td></tr>",""
"","","40","","","","","","","<tr><td colspan=""2"" style=""color:#fff;text-align:center;"">(Mrs.Magenta) You have discovered that 203.0.113.30 holds important information that's very valuable to NETSEC.</td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:center;font-size:1.5em;""> <hr/> Night 4<hr/></td></tr>",""
"","","","","","","","","","<tr><td colspan=""2"" style=""color:#00ff01;text-align:right;font-size:1.5em;"">Night 4 Chat Log «</td></tr>","41"
"41","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Blue voted to kill Dr.Silver</td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00165.png"" style=""width:48px;height:48px;""/> Dr.Green: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">another rb? </td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">can we vote the agent LC now </td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/> Dr.Blue: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">i beg </td></tr>",""
"41","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Gray voted to kill Dr.Silver</td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">nice rb </td></tr>",""
"41","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Mrs.Magenta voted to kill Dr.Silver</td></tr>",""
"41","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.Orange voted to kill Dr.Silver</td></tr>",""
"41","","","","1","","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00101.png"" style=""width:48px;height:48px;""/> Dr.Gold: </td> <td style=""text-align:justify;width:75%;color: #911eb4;;"">brown and green not voting silver, is one of them OL? </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>what are u doing tonight?</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">everyone claim </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>failed</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">trolling mag again </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td></tr></tbody></table></td><td><pre><b>Private message:</b>dying</pre></td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>i will follow if u extract, otherwise, i will move hideout</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">open claim szn plese </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>doxx still on cc, might be cuz of bus spam</pre></td></tr>",""
"41","","","","","","","","1","<tr><td colspan=""2"" style=""color:#ff0001;text-align:center;font-size:1.0em;"">Dr.White voted to kill Dr.Silver</td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/> Dr.Orange: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">chain occ for life </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00049.png"" style=""width:48px;height:48px;""/><br/> Dr.Silver </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00003.png"" style=""width:48px;height:48px;""/><br/> Dr.Orange </td></tr></tbody></table></td><td><pre><b>Private message:</b>ld give away agents if I was not agent sided is my point.</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">ol </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00015.png"" style=""width:48px;height:48px;""/><br/> Dr.Brown </td></tr></tbody></table></td><td><pre><b>Private message:</b>failed ddos?</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">do you mind asking for claims </td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00048.png"" style=""width:48px;height:48px;""/><br/> Dr.Pink </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>cd*</pre></td></tr>",""
"41","","","","","","","1","","<tr><td><table><tbody><tr><td style=""text-center;margin:auto;"">   <img src=""../../avatars/00134.png"" style=""width:48px;height:48px;""/><br/> Dr.Blue </td><td style=""vertical-align:middle;"">» » »</td> <td style=""text-align:center;margin:auto;"">   <img src=""../../avatars/00178.png"" style=""width:48px;height:48px;""/><br/> Dr.Gray </td></tr></tbody></table></td><td><pre><b>Private message:</b>AL is still in</pre></td></tr>",""
"41","","","","","1","","","","<tr> <td style=""text-align:left;width:25%;"">   <img src=""../../avatars/00091.png"" style=""width:48px;height:48px;""/> Dr.White: </td> <td style=""text-align:justify;width:75%;color: #fff;;"">there is a mole among us </td></tr>",""
